State,District,Years,Murder,Murder_attempts,Rape
Gujarat,Tapi,2011,13,2,2
Gujarat,Vadodara Commr.,2011,21,27,9
Gujarat,Vadodara Rural,2011,52,17,28
Gujarat,Valsad,2011,35,11,9
Gujarat,W.Rly Ahmedabad,2011,7,0,0
Gujarat,W.Rly Vadodara,2011,5,1,0
Haryana,Ambala,2011,42,33,37
Haryana,Bhiwani,2011,74,42,41
Haryana,Faridabad,2011,60,59,54
Haryana,Fatehabad,2011,25,24,15
Haryana,Grp,2011,26,8,0
Haryana,Gurgaon,2011,89,57,40
Haryana,Hissar,2011,73,77,36
Haryana,Jhajjar,2011,59,43,32
Haryana,Jind,2011,50,34,37
Haryana,Kaithal,2011,36,23,20
Haryana,Karnal,2011,46,48,62
Haryana,Kurukshetra,2011,29,21,29
Haryana,Mahendragarh,2011,33,22,26
Haryana,Mewat,2011,22,36,28
Haryana,Palwal,2011,43,55,54
Haryana,Panchkula,2011,18,13,17
Haryana,Panipat,2011,49,26,47
Haryana,Rewari,2011,41,28,17
Haryana,Rohtak,2011,77,50,57
Haryana,Sirsa,2011,42,31,21
Haryana,Sonipat,2011,78,65,27
Haryana,Yamunanagar,2011,50,56,36
Himachal Pradesh,Baddipolicedist,2011,6,5,8
Himachal Pradesh,Bilaspur,2011,8,2,8
Himachal Pradesh,Chamba,2011,15,2,6
Himachal Pradesh,Cid,2011,0,0,0
Himachal Pradesh,G.R.P.,2011,0,0,0
Himachal Pradesh,Hamirpur,2011,3,5,5
Himachal Pradesh,Kangra,2011,21,7,32
Himachal Pradesh,Kinnaur,2011,2,1,6
Himachal Pradesh,Kullu,2011,13,2,20
Himachal Pradesh,Lahaul-Spiti,2011,0,0,1
Himachal Pradesh,Mandi,2011,13,5,26
Himachal Pradesh,Shimla,2011,20,10,22
Himachal Pradesh,Sirmaur,2011,9,4,12
Himachal Pradesh,Solan,2011,14,3,11
Himachal Pradesh,Una,2011,6,4,11
Jammu & Kashmir,Anantnag,2011,7,7,18
Jammu & Kashmir,Awantipora,2011,6,6,4
Jammu & Kashmir,Bandipora,2011,3,8,1
Jammu & Kashmir,Baramulla,2011,6,14,12
Jammu & Kashmir,Budgam,2011,5,10,8
Jammu & Kashmir,Crime Jammu,2011,0,0,0
Jammu & Kashmir,Crime Srinagar,2011,0,0,0
Jammu & Kashmir,Doda,2011,8,14,16
Jammu & Kashmir,Ganderbal,2011,4,4,9
Jammu & Kashmir,Handwara,2011,4,18,6
Jammu & Kashmir,Jammu,2011,18,83,35
Jammu & Kashmir,Kargil,2011,3,0,1
Jammu & Kashmir,Kathua,2011,10,20,17
Jammu & Kashmir,Kishtwar,2011,3,15,4
Jammu & Kashmir,Kulgam,2011,3,13,10
Jammu & Kashmir,Kupwara,2011,9,23,11
Jammu & Kashmir,Leh,2011,0,1,3
Jammu & Kashmir,Poonch,2011,4,20,18
Jammu & Kashmir,Pulwama,2011,7,9,5
Jammu & Kashmir,Railways Jammu,2011,0,1,0
Jammu & Kashmir,Railways Kashmir,2011,0,0,0
Jammu & Kashmir,Rajouri,2011,9,39,32
Jammu & Kashmir,Ramban,2011,6,5,13
Jammu & Kashmir,Reasi,2011,6,15,11
Jammu & Kashmir,Samba,2011,9,17,3
Jammu & Kashmir,Shopian,2011,3,33,8
Jammu & Kashmir,Sopore,2011,14,42,4
Jammu & Kashmir,Srinagar,2011,12,64,14
Jammu & Kashmir,Udhampur,2011,10,13,14
Jharkhand,Bokaro,2011,62,19,46
Jharkhand,Chaibasa,2011,136,22,32
Jharkhand,Chatra,2011,50,15,12
Jharkhand,Deoghar,2011,48,66,34
Jharkhand,Dhanbad,2011,79,18,32
Jharkhand,Dhanbad Rly.,2011,4,0,0
Jharkhand,Dumka,2011,59,29,34
Jharkhand,Garhwa,2011,70,61,51
Jharkhand,Giridih,2011,60,8,47
Jharkhand,Godda,2011,61,0,29
Jharkhand,Gumla,2011,201,52,46
Jharkhand,Hazaribagh,2011,72,41,22
Jharkhand,Jamshedpur,2011,85,29,39
Jharkhand,Jamshedpur Rly.,2011,8,0,1
Jharkhand,Jamtara,2011,15,19,15
Jharkhand,Khunti,2011,126,21,13
Jharkhand,Koderma,2011,25,40,7
Jharkhand,Latehar,2011,38,29,27
Jharkhand,Lohardagga,2011,33,9,30
Jharkhand,Pakur,2011,30,1,39
Jharkhand,Palamu,2011,93,72,28
Jharkhand,Ramgarh,2011,32,23,24
Jharkhand,Ranchi,2011,151,38,50
Jharkhand,Sahebganj,2011,73,39,71
Jharkhand,Saraikela,2011,64,43,30
Jharkhand,Simdega,2011,72,24,25
Karnataka,Bagalkot,2011,37,39,15
Karnataka,Bangalore Commr.,2011,232,460,97
Karnataka,Bangalore Rural,2011,105,39,29
Karnataka,Belgaum,2011,136,121,45
Karnataka,Bellary,2011,58,57,6
Karnataka,Bidar,2011,51,33,14
Karnataka,Bijapur,2011,66,58,7
Karnataka,Cbpura,2011,52,41,16
Karnataka,Chamarajnagar,2011,40,28,11
Karnataka,Chickmagalur,2011,27,34,10
Karnataka,Chitradurga,2011,38,21,27
Karnataka,Dakshin Kannada,2011,23,20,6
Karnataka,Davanagere,2011,35,18,11
Karnataka,Dharwad Commr.,2011,26,23,7
Karnataka,Dharwad Rural,2011,26,24,0
Karnataka,Gadag,2011,25,17,5
Karnataka,Gulbarga,2011,93,114,36
Karnataka,Hassan,2011,56,87,27
Karnataka,Haveri,2011,23,27,13
Karnataka,K.G.F.,2011,14,19,4
Karnataka,Kodagu,2011,33,25,16
Karnataka,Kolar,2011,37,45,17
Karnataka,Koppal,2011,25,15,13
Karnataka,Mandya,2011,71,57,31
Karnataka,Mangalore City,2011,22,20,16
Karnataka,Mysore Commr.,2011,27,38,11
Karnataka,Mysore Rural,2011,68,49,19
Karnataka,Raichur,2011,53,32,29
Karnataka,Railways,2011,15,2,0
Karnataka,Ramanagar,2011,75,54,19
Karnataka,Shimoga,2011,54,76,23
Karnataka,Tumkur,2011,101,94,31
Karnataka,Udupi,2011,22,9,5
Karnataka,Uttar Kannada,2011,29,20,11
Karnataka,Yadgiri,2011,25,21,9
Kerala,Alapuzha,2011,25,17,56
Kerala,Ernakulam Commr.,2011,26,25,62
Kerala,Ernakulam Rural,2011,15,14,30
Kerala,Idukki,2011,20,31,54
Kerala,Kannur,2011,20,45,55
Kerala,Kasargod,2011,19,21,125
Kerala,Kollam Commr.,2011,14,41,51
Kerala,Kollam Rural,2011,29,25,46
Kerala,Kottayam,2011,22,50,51
Kerala,Kozhikode Commr.,2011,5,15,14
Kerala,Kozhikode Rural,2011,12,31,46
Kerala,Malappuram,2011,13,17,83
Kerala,Palakkad,2011,41,43,85
Kerala,Pathanamthitta,2011,20,19,33
Kerala,Railways,2011,1,1,0
Kerala,Thrissur Commr.,2011,8,17,28
Kerala,Thrissur Rural,2011,24,41,69
Kerala,Trivandrum Commr.,2011,8,29,39
Kerala,Trivandrum Rural,2011,32,36,140
Kerala,Wayanadu,2011,11,3,65
Madhya Pradesh,Alirajpur,2011,76,39,24
Madhya Pradesh,Anuppur,2011,39,23,60
Madhya Pradesh,Ashok Nagar,2011,26,21,36
Madhya Pradesh,Balaghat,2011,51,21,55
Madhya Pradesh,Barwani,2011,51,19,39
Madhya Pradesh,Betul,2011,54,29,120
Madhya Pradesh,Bhind,2011,73,92,51
Madhya Pradesh,Bhopal,2011,91,112,146
Madhya Pradesh,Bhopal Rly.,2011,6,3,0
Madhya Pradesh,Burhanpur,2011,18,5,29
Madhya Pradesh,Chhatarpur,2011,58,78,77
Madhya Pradesh,Chhindwara,2011,71,26,111
Madhya Pradesh,Damoh,2011,45,56,52
Madhya Pradesh,Datiya,2011,53,43,25
Madhya Pradesh,Dewas,2011,43,69,102
Madhya Pradesh,Dhar,2011,81,63,103
Madhya Pradesh,Dindori,2011,22,4,46
Madhya Pradesh,Guna,2011,45,43,75
Madhya Pradesh,Gwalior,2011,107,148,75
Madhya Pradesh,Harda,2011,25,16,53
Madhya Pradesh,Hoshangabad,2011,59,50,59
Madhya Pradesh,Indore,2011,135,137,129
Madhya Pradesh,Indore Rly.,2011,4,1,2
Madhya Pradesh,Jabalpur,2011,93,129,107
Madhya Pradesh,Jabalpur Rly.,2011,4,2,3
Madhya Pradesh,Jhabua,2011,24,8,42
Madhya Pradesh,Katni,2011,41,26,62
Madhya Pradesh,Khandwa,2011,38,28,59
Madhya Pradesh,Khargon,2011,37,26,39
Madhya Pradesh,Mandla,2011,36,14,63
Madhya Pradesh,Mandsaur,2011,37,52,49
Madhya Pradesh,Morena,2011,56,100,40
Madhya Pradesh,Narsinghpur,2011,45,34,65
Madhya Pradesh,Neemuch,2011,20,13,25
Madhya Pradesh,Panna,2011,33,18,48
Madhya Pradesh,Raisen,2011,47,70,118
Madhya Pradesh,Rajgarh,2011,43,34,90
Madhya Pradesh,Ratlam,2011,35,49,97
Madhya Pradesh,Rewa,2011,46,41,91
Madhya Pradesh,Sagar,2011,94,96,131
Madhya Pradesh,Satna,2011,66,35,83
Madhya Pradesh,Seoni,2011,31,23,61
Madhya Pradesh,Shahdol,2011,45,21,80
Madhya Pradesh,Shajapur,2011,49,36,50
Madhya Pradesh,Sheopur,2011,14,11,18
Madhya Pradesh,Shivpuri,2011,55,53,93
Madhya Pradesh,Sidhi,2011,29,9,32
Madhya Pradesh,Sihore,2011,44,58,82
Madhya Pradesh,Singrauli,2011,43,13,43
Madhya Pradesh,Tikamgarh,2011,37,27,76
Madhya Pradesh,Ujjain,2011,68,149,81
Madhya Pradesh,Umariya,2011,21,11,22
Madhya Pradesh,Vidisha,2011,47,56,87
Maharashtra,Ahmednagar,2011,107,108,78
Maharashtra,Akola,2011,46,43,30
Maharashtra,Amravati Commr.,2011,15,42,22
Maharashtra,Amravati Rural,2011,58,38,69
Maharashtra,Aurangabad Commr.,2011,41,118,16
Maharashtra,Aurangabad Rural,2011,60,48,18
Maharashtra,Beed,2011,61,72,32
Maharashtra,Bhandara,2011,33,15,23
Maharashtra,Buldhana,2011,60,41,26
Maharashtra,Chandrapur,2011,50,39,56
Maharashtra,Dhule,2011,49,31,16
Maharashtra,Gadchiroli,2011,82,27,20
Maharashtra,Gondia,2011,37,22,31
Maharashtra,Hingoli,2011,39,33,18
Maharashtra,Jalgaon,2011,81,72,48
Maharashtra,Jalna,2011,47,40,15
Maharashtra,Kolhapur,2011,65,41,42
Maharashtra,Latur,2011,68,48,17
Maharashtra,Mumbai Commr.,2011,203,180,221
Maharashtra,Mumbai Rly.,2011,12,2,3
Maharashtra,Nagpur Commr.,2011,114,74,45
Maharashtra,Nagpur Rly.,2011,3,3,1
Maharashtra,Nagpur Rural,2011,65,31,44
Maharashtra,Nanded,2011,90,76,32
Maharashtra,Nandurbar,2011,43,16,20
Maharashtra,Nasik Commr.,2011,37,32,25
Maharashtra,Nasik Rural,2011,86,59,43
Maharashtra,Navi Mumbai,2011,70,22,38
Maharashtra,Osmanabad,2011,42,35,30
Maharashtra,Parbhani,2011,58,64,26
Maharashtra,Pune Commr.,2011,110,118,79
Maharashtra,Pune Rly.,2011,3,0,0
Maharashtra,Pune Rural,2011,148,97,87
Maharashtra,Raigad,2011,39,16,7
Maharashtra,Ratnagiri,2011,15,12,30
Maharashtra,Sangli,2011,53,29,40
Maharashtra,Satara,2011,55,40,34
Maharashtra,Sindhudurg,2011,12,7,11
Maharashtra,Solapur Commr.,2011,24,29,22
Maharashtra,Solapur Rural,2011,107,47,53
Maharashtra,Thane Commr.,2011,127,65,79
Maharashtra,Thane Rural,2011,147,61,63
Maharashtra,Wardha,2011,37,33,34
Maharashtra,Washim,2011,35,32,13
Maharashtra,Yavatmal,2011,84,47,44
Manipur,Bishnupur,2011,5,24,2
Manipur,Chandel,2011,2,8,1
Manipur,Churachandpur,2011,7,1,0
Manipur,Cid,2011,0,0,0
Manipur,Imphal East,2011,17,37,11
Manipur,Imphal West,2011,24,118,17
Manipur,Senapati,2011,3,11,0
Manipur,Tamenglong,2011,4,0,0
Manipur,Thoubal,2011,9,38,21
Manipur,Ukhrul,2011,7,8,1
Meghalaya,Garo Hills East,2011,11,19,3
Meghalaya,Garo Hills South,2011,11,5,2
Meghalaya,Garo Hills West,2011,22,7,8
Meghalaya,Jaintia Hills,2011,52,4,43
Meghalaya,Khasi Hills East,2011,36,5,42
Meghalaya,Khasi Hills West,2011,17,6,15
Meghalaya,Ri-Bhoi,2011,21,5,17
Mizoram,Aizawl,2011,10,10,35
Mizoram,Champhai,2011,4,4,10
Mizoram,Kolasib,2011,5,2,7
Mizoram,Lawngtlai,2011,1,1,2
Mizoram,Lunglei,2011,2,3,13
Mizoram,Mamit,2011,2,2,4
Mizoram,Saiha,2011,1,2,2
Mizoram,Serchhip,2011,1,0,4
Nagaland,Dimapur,2011,15,10,9
Nagaland,Kiphire,2011,0,0,0
Nagaland,Kohima,2011,7,6,0
Nagaland,Longleng,2011,0,2,1
Nagaland,Mokokchung,2011,3,0,2
Nagaland,Mon,2011,6,3,2
Nagaland,Peren,2011,4,1,0
Nagaland,Phek,2011,4,8,3
Nagaland,Tuensang,2011,1,2,2
Nagaland,Wokha,2011,2,7,1
Nagaland,Zunheboto,2011,4,4,3
Odisha,Angul,2011,71,47,63
Odisha,Balasore,2011,62,66,75
Odisha,Baragarh,2011,34,99,21
Odisha,Berhampur,2011,29,96,13
Odisha,Bhadrak,2011,38,32,26
Odisha,Bolangir,2011,31,112,52
Odisha,Boudh,2011,12,12,14
Odisha,Cuttack,2011,49,28,34
Odisha,Dcp Bbsr,2011,34,63,35
Odisha,Dcp Ctc,2011,27,21,19
Odisha,Deogarh,2011,14,23,15
Odisha,Dhenkanal,2011,58,59,17
Odisha,Gajapati,2011,10,10,11
Odisha,Ganjam,2011,85,202,50
Odisha,Jagatsinghpur,2011,35,24,31
Odisha,Jajpur,2011,64,17,31
Odisha,Jharsuguda,2011,29,28,27
Odisha,Kalahandi,2011,38,34,46
Odisha,Kandhamal,2011,36,10,32
Odisha,Kendrapara,2011,38,33,41
Odisha,Keonjhar,2011,102,89,75
Odisha,Khurda,2011,20,21,29
Odisha,Koraput,2011,46,42,53
Odisha,Malkangir,2011,37,30,8
Odisha,Mayurbhanj,2011,103,73,76
Odisha,Nayagarh,2011,37,40,25
Odisha,Nowrangpur,2011,34,30,44
Odisha,Nuapada,2011,17,2,4
Odisha,Puri,2011,49,65,21
Odisha,Rayagada,2011,38,45,32
Odisha,Rourkela,2011,68,43,26
Odisha,Sambalpur,2011,37,54,30
Odisha,Sonepur,2011,20,21,10
Odisha,Srp(Cuttack),2011,4,3,0
Odisha,Srp(Rourkela),2011,8,5,1
Odisha,Sundargarh,2011,63,42,25
Punjab,Amritsar,2011,52,41,16
Punjab,Barnala,2011,11,24,5
Punjab,Batala,2011,28,28,13
Punjab,Bhatinda,2011,48,54,37
Punjab,Cp Amritsar,2011,32,75,20
Punjab,Cp Jalandhar,2011,29,39,15
Punjab,Cp Ludhiana,2011,76,83,48
Punjab,Faridkot,2011,17,18,8
Punjab,Fatehgarh Sahib,2011,13,12,4
Punjab,Fazilka,2011,22,21,21
Punjab,Ferozpur,2011,31,45,20
Punjab,G.R.P,2011,6,3,0
Punjab,Gurdaspur,2011,22,29,12
Punjab,Hoshiarpur,2011,51,43,28
Punjab,Jalandhar,2011,41,51,31
Punjab,Kapurthala,2011,33,39,16
Punjab,Khanna,2011,17,28,7
Punjab,Ludhiana,2011,16,30,8
Punjab,Mansa,2011,28,26,14
Punjab,Moga,2011,32,60,12
Punjab,Muktsar,2011,24,21,17
Punjab,Pathankot,2011,12,9,10
Punjab,Patiala,2011,47,43,25
Punjab,Ropar,2011,20,16,14
Punjab,Sangrur,2011,38,52,30
Punjab,Sas Ngr,2011,31,38,24
Punjab,Sbs Nagar,2011,18,21,8
Punjab,Tarn Taran,2011,47,48,16
Rajasthan,Ajmer,2011,50,41,70
Rajasthan,Alwar,2011,104,51,99
Rajasthan,Banswara,2011,34,14,55
Rajasthan,Baran,2011,24,38,60
Rajasthan,Barmer,2011,29,27,21
Rajasthan,Bharatpur,2011,95,83,69
Rajasthan,Bhilwara,2011,34,30,52
Rajasthan,Bikaner,2011,39,47,55
Rajasthan,Bundi,2011,22,44,40
Rajasthan,Chittorgarh,2011,27,37,50
Rajasthan,Churu,2011,40,46,37
Rajasthan,Dausa,2011,24,18,13
Rajasthan,Dholpur,2011,56,66,32
Rajasthan,Dungarpur,2011,24,11,39
Rajasthan,G.R.P.Ajmer,2011,6,6,2
Rajasthan,G.R.P.Jodhpur,2011,4,1,0
Rajasthan,Ganganagar,2011,56,76,99
Rajasthan,Hanumangarh,2011,53,48,82
Rajasthan,Jaipur East,2011,23,36,31
Rajasthan,Jaipur North,2011,17,18,20
Rajasthan,Jaipur Rural,2011,49,28,37
Rajasthan,Jaipur South,2011,16,9,18
Rajasthan,Jaipur West,2011,27,19,23
Rajasthan,Jaisalmer,2011,11,8,4
Rajasthan,Jalore,2011,35,14,22
Rajasthan,Jhalawar,2011,33,64,67
Rajasthan,Jhunjhunu,2011,41,35,51
Rajasthan,Jodhpur City,2011,29,54,33
Rajasthan,Jodhpur Rural,2011,21,9,26
Rajasthan,Karauli,2011,32,44,38
Rajasthan,Kota City,2011,35,100,24
Rajasthan,Kota Rural,2011,26,57,44
Rajasthan,Nagaur,2011,44,62,70
Rajasthan,Pali,2011,31,80,64
Rajasthan,Pratapgarh,2011,39,31,103
Rajasthan,Rajsamand,2011,21,20,14
Rajasthan,Sawai Madhopur,2011,31,30,24
Rajasthan,Sikar,2011,49,32,50
Rajasthan,Sirohi,2011,19,28,27
Rajasthan,Tonk,2011,28,14,25
Rajasthan,Udaipur,2011,83,90,110
Sikkim,East,2011,8,3,7
Sikkim,North,2011,1,0,0
Sikkim,South,2011,2,3,4
Sikkim,West,2011,3,1,5
Tamil Nadu,Ariyalur,2011,28,23,16
Tamil Nadu,Chennai,2011,168,332,76
Tamil Nadu,Chennai Rly.,2011,6,5,0
Tamil Nadu,Coimbatore Rural,2011,39,31,5
Tamil Nadu,Coimbatore Urban,2011,26,41,9
Tamil Nadu,Cuddalore,2011,68,201,30
Tamil Nadu,Dharmapuri,2011,55,28,14
Tamil Nadu,Dindigul,2011,65,81,18
Tamil Nadu,Erode,2011,47,30,10
Tamil Nadu,Kanchipuram,2011,87,85,19
Tamil Nadu,Kanyakumari,2011,44,70,10
Tamil Nadu,Karur,2011,28,31,8
Tamil Nadu,Krishnagiri,2011,72,43,12
Tamil Nadu,Madurai Rural,2011,71,140,21
Tamil Nadu,Madurai Urban,2011,35,56,7
Tamil Nadu,Nagapattinam,2011,44,41,13
Tamil Nadu,Namakkal,2011,38,31,8
Tamil Nadu,Nilgiris,2011,17,15,6
Tamil Nadu,Perambalur,2011,14,20,7
Tamil Nadu,Pudukottai,2011,35,70,7
Tamil Nadu,Ramnathapuram,2011,42,60,6
Tamil Nadu,Salem Rural,2011,70,74,35
Tamil Nadu,Salem Urban,2011,28,26,23
Tamil Nadu,Sivagangai,2011,30,40,5
Tamil Nadu,Thanjavur,2011,61,97,10
Tamil Nadu,Theni,2011,34,113,22
Tamil Nadu,Thirunelveli Rural,2011,94,196,52
Tamil Nadu,Thirunelveli Urban,2011,22,53,7
Tamil Nadu,Thiruvallur,2011,30,38,6
Tamil Nadu,Thiruvannamalai,2011,45,49,24
Tamil Nadu,Thiruvarur,2011,24,38,4
Tamil Nadu,Thoothugudi,2011,72,216,29
Tamil Nadu,Tiruppur,2011,47,24,9
Tamil Nadu,Trichy Rly.,2011,5,1,0
Tamil Nadu,Trichy Rural,2011,49,77,13
Tamil Nadu,Trichy Urban,2011,27,21,6
Tamil Nadu,Vellore,2011,77,72,25
Tamil Nadu,Villupuram,2011,87,325,86
Tamil Nadu,Virudhunagar,2011,46,68,19
Tripura,Dhalai,2011,24,13,21
Tripura,Grp,2011,1,0,0
Tripura,North,2011,31,9,40
Tripura,South,2011,36,31,58
Tripura,West,2011,71,22,86
Uttar Pradesh,Agra,2011,181,182,76
Uttar Pradesh,Aligarh,2011,168,174,66
Uttar Pradesh,Allahabad,2011,156,126,67
Uttar Pradesh,Ambedkar Nagar,2011,42,39,16
Uttar Pradesh,Auraiya,2011,29,20,15
Uttar Pradesh,Azamgarh,2011,55,40,28
Uttar Pradesh,Badaun,2011,97,124,18
Uttar Pradesh,Baghpat,2011,66,87,12
Uttar Pradesh,Bahraich,2011,53,55,57
Uttar Pradesh,Ballia,2011,33,53,7
Uttar Pradesh,Balrampur,2011,16,12,10
Uttar Pradesh,Banda,2011,40,27,26
Uttar Pradesh,Barabanki,2011,71,52,36
Uttar Pradesh,Bareilly,2011,116,150,34
Uttar Pradesh,Basti,2011,21,10,7
Uttar Pradesh,Bhim Nagar,2011,72,90,34
Uttar Pradesh,Bijnor,2011,85,37,39
Uttar Pradesh,Bulandshahar,2011,162,175,47
Uttar Pradesh,Chandoli,2011,19,13,8
Uttar Pradesh,Chitrakoot Dham,2011,24,6,20
Uttar Pradesh,Csm Nagar,2011,30,36,20
Uttar Pradesh,Deoria,2011,34,17,8
Uttar Pradesh,Etah,2011,54,83,19
Uttar Pradesh,Etawah,2011,59,44,13
Uttar Pradesh,Faizabad,2011,49,31,27
Uttar Pradesh,Fatehgarh,2011,61,45,16
Uttar Pradesh,Fatehpur,2011,64,32,40
Uttar Pradesh,Firozabad,2011,96,104,32
Uttar Pradesh,G.R.P.,2011,30,14,2
Uttar Pradesh,Gautambudh Nagar,2011,88,106,25
Uttar Pradesh,Ghaziabad,2011,162,136,22
Uttar Pradesh,Ghazipur,2011,46,29,11
Uttar Pradesh,Gonda,2011,46,51,34
Uttar Pradesh,Gorakhpur,2011,105,100,50
Uttar Pradesh,Hamirpur,2011,34,20,12
Uttar Pradesh,Hardoi,2011,61,51,24
Uttar Pradesh,Hathras,2011,61,49,35
Uttar Pradesh,J.P.Nagar,2011,66,36,44
Uttar Pradesh,Jalaun,2011,38,22,7
Uttar Pradesh,Jaunpur,2011,41,47,14
Uttar Pradesh,Jhansi,2011,66,29,19
Uttar Pradesh,Kannauj,2011,37,41,14
Uttar Pradesh,Kanpur Nagar,2011,159,140,71
Uttar Pradesh,Kanshiram Nagar,2011,46,43,22
Uttar Pradesh,Kaushambi,2011,52,19,23
Uttar Pradesh,Khiri,2011,89,93,35
Uttar Pradesh,Kushi Nagar,2011,50,24,13
Uttar Pradesh,Lalitpur,2011,19,11,15
Uttar Pradesh,Lucknow,2011,119,97,55
Uttar Pradesh,Maharajganj,2011,22,10,18
Uttar Pradesh,Mahoba,2011,13,19,16
Uttar Pradesh,Mainpuri,2011,82,74,33
Uttar Pradesh,Mathura,2011,113,125,39
Uttar Pradesh,Mau,2011,28,70,19
Uttar Pradesh,Meerut,2011,189,235,79
Uttar Pradesh,Mirzapur,2011,28,3,3
Uttar Pradesh,Moradabad,2011,103,89,55
Uttar Pradesh,Muzaffarnagar,2011,126,166,19
Uttar Pradesh,Panchshil Nagar,2011,61,72,18
Uttar Pradesh,Pilibhit,2011,46,32,12
Uttar Pradesh,Prabuddh Nagar,2011,57,65,11
Uttar Pradesh,Pratapgarh,2011,58,56,24
Uttar Pradesh,Raibareilly,2011,36,28,29
Uttar Pradesh,Ramabai Nagar,2011,50,27,21
Uttar Pradesh,Rampur,2011,79,91,43
Uttar Pradesh,Saharanpur,2011,78,78,21
Uttar Pradesh,Sant Kabirnagar,2011,17,18,17
Uttar Pradesh,Shahjahanpur,2011,87,108,40
Uttar Pradesh,Shrawasti,2011,18,13,16
Uttar Pradesh,Sidharthnagar,2011,14,6,9
Uttar Pradesh,Sitapur,2011,102,68,66
Uttar Pradesh,Sonbhadra,2011,18,11,19
Uttar Pradesh,St.Ravidasnagar,2011,8,9,2
Uttar Pradesh,Sultanpur,2011,41,57,21
Uttar Pradesh,Unnao,2011,61,48,36
Uttar Pradesh,Varanasi,2011,48,53,11
Uttarakhand,Almora,2011,2,0,3
Uttarakhand,Bageshwar,2011,1,0,2
Uttarakhand,Chamoli,2011,4,2,2
Uttarakhand,Champawat,2011,2,6,4
Uttarakhand,Dehradun,2011,25,35,31
Uttarakhand,Haridwar,2011,56,58,26
Uttarakhand,Nainital,2011,17,14,10
Uttarakhand,Pauri Garhwal,2011,6,1,1
Uttarakhand,Pithoragarh,2011,5,3,9
Uttarakhand,Rudra Prayag,2011,5,3,3
Uttarakhand,Tehri Garhwal,2011,4,1,3
Uttarakhand,Udhamsingh Nagar,2011,49,65,31
Uttarakhand,Uttarkashi,2011,2,1,4
West Bengal,24 Parganas North,2011,232,215,203
West Bengal,24 Parganas South,2011,247,3,274
West Bengal,Asansol,2011,58,3,31
West Bengal,Bankura,2011,67,45,44
West Bengal,Birbhum,2011,93,83,44
West Bengal,Burdwan,2011,90,19,52
West Bengal,Coochbehar,2011,53,112,133
West Bengal,Dakshin Dinajpur,2011,42,92,55
West Bengal,Darjeeling,2011,57,0,49
West Bengal,Hooghly,2011,112,31,54
West Bengal,Howrah,2011,39,38,35
West Bengal,Howrah City,2011,38,0,24
West Bengal,Howrah G.R.P.,2011,6,9,1
West Bengal,Jalpaiguri,2011,108,79,211
West Bengal,Kharagpur G.R.P.,2011,4,0,0
West Bengal,Kolkata,2011,54,85,46
West Bengal,Malda,2011,98,108,179
West Bengal,Murshidabad,2011,145,637,433
West Bengal,Nadia,2011,136,375,185
West Bengal,Paschim Midnapur,2011,171,111,53
West Bengal,Purab Midnapur,2011,84,13,65
West Bengal,Purulia,2011,93,0,65
West Bengal,Sealdah G.R.P.,2011,13,6,1
West Bengal,Siliguri G.R.P.,2011,3,0,0
West Bengal,Uttar Dinajpur,2011,66,178,126
A & N Islands,Andaman,2011,14,5,13
A & N Islands,Nicobar,2011,0,1,0
Chandigarh,Chandigarh,2011,24,40,27
D & N Haveli,D And N Haveli,2011,14,2,4
Daman & Diu,Daman,2011,6,1,1
Daman & Diu,Diu,2011,0,0,0
Delhi Ut,Caw,2011,0,0,1
Delhi Ut,Central,2011,25,15,16
Delhi Ut,Crime Branch,2011,1,4,1
Delhi Ut,East,2011,54,53,55
Delhi Ut,Eow,2011,0,0,0
Delhi Ut,Grp(Rly),2011,10,3,4
Delhi Ut,Igi Airport,2011,1,0,0
Delhi Ut,New Delhi,2011,6,4,2
Delhi Ut,North,2011,38,19,11
Delhi Ut,North-East,2011,66,43,69
Delhi Ut,North-West,2011,51,36,58
Delhi Ut,Outer,2011,84,60,73
Delhi Ut,South,2011,30,25,65
Delhi Ut,South-East,2011,61,33,75
Delhi Ut,South-West,2011,51,44,69
Delhi Ut,Stf,2011,1,2,0
Delhi Ut,West,2011,64,45,73
Lakshadweep,Lakshadweep,2011,0,1,0
Puducherry,Karaikal,2011,0,2,0
Puducherry,Puducherry,2011,32,20,7
Andhra Pradesh,Adilabad,2012,81,80,88
Andhra Pradesh,Anantapur,2012,173,123,18
Andhra Pradesh,Chittoor,2012,91,75,28
Andhra Pradesh,Cuddapah,2012,118,96,26
Andhra Pradesh,Cyberabad,2012,198,113,75
Andhra Pradesh,East Godavari,2012,70,94,71
Andhra Pradesh,Guntakal Rly.,2012,7,0,1
Andhra Pradesh,Guntur,2012,96,68,23
Andhra Pradesh,Guntur Urban,2012,56,53,24
Andhra Pradesh,Hyderabad City,2012,102,166,74
Andhra Pradesh,Karimnagar,2012,128,112,40
Andhra Pradesh,Khammam,2012,130,110,78
Andhra Pradesh,Krishna,2012,78,53,67
Andhra Pradesh,Kurnool,2012,111,143,22
Andhra Pradesh,Mahaboobnagar,2012,182,90,56
Andhra Pradesh,Medak,2012,113,43,26
Andhra Pradesh,Nalgonda,2012,86,88,52
Andhra Pradesh,Nellore,2012,94,86,23
Andhra Pradesh,Nizamabad,2012,113,48,35
Andhra Pradesh,Prakasham,2012,108,117,37
